ID,Constraint type,Instructors,Slots,Courses,Week,Rooms,Group,Days,Departement,Module
11662,Problème de dépendance,TG ,TD_tu_s18_17h15  TD_w_s18_9h30 ,TD-COO-TG-2 (44270)  TD-COO-TG-2 (44271) ,18 ,,2 ,Mardi  Mercredi ,,COO ,
11667,Problème de dépendance,TG ,TD_tu_s18_17h15  TD_tu_s18_8h ,TD-COO-TG-2 (44270)  TD-COO-TG-2 (44271) ,18 ,,2 ,Mardi ,,COO ,
11669,Problème de dépendance,TG ,TD_tu_s18_17h15  TD_tu_s18_9h30 ,TD-COO-TG-2 (44270)  TD-COO-TG-2 (44271) ,18 ,,2 ,Mardi ,,COO ,
11682,Problème de dépendance,TG ,TD_tu_s18_9h30  TD_th_s18_14h15 ,TD-COO-TG-2 (44270)  TD-COO-TG-2 (44271) ,18 ,,2 ,Mardi  Jeudi ,,COO ,
11683,Problème de dépendance,TG ,TD_tu_s18_9h30  TD_th_s18_15h45 ,TD-COO-TG-2 (44270)  TD-COO-TG-2 (44271) ,18 ,,2 ,Mardi  Jeudi ,,COO ,
11686,Problème de dépendance,TG ,TD_tu_s18_9h30  TD_w_s18_9h30 ,TD-COO-TG-2 (44270)  TD-COO-TG-2 (44271) ,18 ,,2 ,Mardi  Mercredi ,,COO ,
11691,Problème de dépendance,TG ,TD_tu_s18_9h30  TD_tu_s18_17h15 ,TD-COO-TG-2 (44270)  TD-COO-TG-2 (44271) ,18 ,,2 ,Mardi ,,COO ,
11692,Problème de dépendance,TG ,TD_tu_s18_9h30  TD_tu_s18_9h30 ,TD-COO-TG-2 (44270)  TD-COO-TG-2 (44271) ,18 ,,2 ,Mardi ,,COO ,
11693,Problème de dépendance,TG ,TD_tu_s18_9h30  TD_w_s18_15h45 ,TD-COO-TG-2 (44270)  TD-COO-TG-2 (44271) ,18 ,,2 ,Mardi  Mercredi ,,COO ,
22981,Le cours doit avoir un professeur,TG ,TD_w_s18_8h ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
22982,Le cours doit avoir un professeur,TG ,TD_m_s18_11h ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
22983,Le cours doit avoir un professeur,TG ,TD_m_s18_15h45 ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
22984,Le cours doit avoir un professeur,TG ,TD_m_s18_14h15 ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
22985,Le cours doit avoir un professeur,TG ,TD_m_s18_9h30 ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
22986,Le cours doit avoir un professeur,TG ,TD_m_s18_8h ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
22988,Le cours doit avoir un professeur,TG ,TD_th_s18_8h ,TD-COO-TG-2 ,18 ,,2 ,Jeudi ,,COO ,
22990,Le cours doit avoir un professeur,TG ,TD_tu_s18_15h45 ,TD-COO-TG-2 ,18 ,,2 ,Mardi ,,COO ,
22991,Le cours doit avoir un professeur,TG ,TD_th_s18_11h ,TD-COO-TG-2 ,18 ,,2 ,Jeudi ,,COO ,
22994,Le cours doit avoir un professeur,TG ,TD_w_s18_11h ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
22995,Le cours doit avoir un professeur,TG ,TD_th_s18_17h15 ,TD-COO-TG-2 ,18 ,,2 ,Jeudi ,,COO ,
22996,Le cours doit avoir un professeur,TG ,TD_w_s18_9h30 ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
22997,Le cours doit avoir un professeur,TG ,TD_w_s18_14h15 ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
22998,Le cours doit avoir un professeur,TG ,TD_w_s18_17h15 ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
22999,Le cours doit avoir un professeur,TG ,TD_tu_s18_11h ,TD-COO-TG-2 ,18 ,,2 ,Mardi ,,COO ,
23000,Le cours doit avoir un professeur,TG ,TD_tu_s18_14h15 ,TD-COO-TG-2 ,18 ,,2 ,Mardi ,,COO ,
23002,Le cours doit avoir un professeur,TG ,TD_tu_s18_17h15 ,TD-COO-TG-2 ,18 ,,2 ,Mardi ,,COO ,
23004,Le cours doit avoir un professeur,TG ,TD_w_s18_15h45 ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
23005,Le cours doit avoir un professeur,TG ,TD_w_s18_8h ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
23006,Le cours doit avoir un professeur,TG ,TD_m_s18_11h ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
23007,Le cours doit avoir un professeur,TG ,TD_m_s18_15h45 ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
23008,Le cours doit avoir un professeur,TG ,TD_m_s18_14h15 ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
23009,Le cours doit avoir un professeur,TG ,TD_m_s18_9h30 ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
23010,Le cours doit avoir un professeur,TG ,TD_m_s18_8h ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
23011,Le cours doit avoir un professeur,TG ,TD_m_s18_17h15 ,TD-COO-TG-2 ,18 ,,2 ,Lundi ,,COO ,
23012,Le cours doit avoir un professeur,TG ,TD_th_s18_8h ,TD-COO-TG-2 ,18 ,,2 ,Jeudi ,,COO ,
23013,Le cours doit avoir un professeur,TG ,TD_th_s18_9h30 ,TD-COO-TG-2 ,18 ,,2 ,Jeudi ,,COO ,
23014,Le cours doit avoir un professeur,TG ,TD_tu_s18_15h45 ,TD-COO-TG-2 ,18 ,,2 ,Mardi ,,COO ,
23015,Le cours doit avoir un professeur,TG ,TD_th_s18_11h ,TD-COO-TG-2 ,18 ,,2 ,Jeudi ,,COO ,
23018,Le cours doit avoir un professeur,TG ,TD_w_s18_11h ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
23019,Le cours doit avoir un professeur,TG ,TD_th_s18_17h15 ,TD-COO-TG-2 ,18 ,,2 ,Jeudi ,,COO ,
23020,Le cours doit avoir un professeur,TG ,TD_w_s18_9h30 ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
23021,Le cours doit avoir un professeur,TG ,TD_w_s18_14h15 ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
23022,Le cours doit avoir un professeur,TG ,TD_w_s18_17h15 ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
23023,Le cours doit avoir un professeur,TG ,TD_tu_s18_11h ,TD-COO-TG-2 ,18 ,,2 ,Mardi ,,COO ,
23024,Le cours doit avoir un professeur,TG ,TD_tu_s18_14h15 ,TD-COO-TG-2 ,18 ,,2 ,Mardi ,,COO ,
23026,Le cours doit avoir un professeur,TG ,TD_tu_s18_17h15 ,TD-COO-TG-2 ,18 ,,2 ,Mardi ,,COO ,
23028,Le cours doit avoir un professeur,TG ,TD_w_s18_15h45 ,TD-COO-TG-2 ,18 ,,2 ,Mercredi ,,COO ,
26722,Simul slot,TG ,TD_tu_s18_9h30 ,,18 ,,,Mardi ,,,
29533,Pas de professeur disponible,TG ,DS_th_s18_14h15 ,,18 ,,,Jeudi ,,,
29534,Pas de professeur disponible,TG ,TD_m_s18_11h ,,18 ,,,Lundi ,,,
29535,Pas de professeur disponible,TG ,DS_th_s18_15h45 ,,18 ,,,Jeudi ,,,
29536,Pas de professeur disponible,TG ,CM_m_s18_11h ,,18 ,,,Lundi ,,,
29592,Pas de professeur disponible,TG ,TP_th_s18_17h15 ,,18 ,,,Jeudi ,,,
29594,Pas de professeur disponible,TG ,DS_m_s18_8h ,,18 ,,,Lundi ,,,
29596,Pas de professeur disponible,TG ,TD_tu_s18_15h45 ,,18 ,,,Mardi ,,,
29598,Pas de professeur disponible,TG ,CM_w_s18_9h30 ,,18 ,,,Mercredi ,,,
29600,Pas de professeur disponible,TG ,DS_w_s18_14h15 ,,18 ,,,Mercredi ,,,
29602,Pas de professeur disponible,TG ,TD_w_s18_11h ,,18 ,,,Mercredi ,,,
29604,Pas de professeur disponible,TG ,TD_w_s18_9h30 ,,18 ,,,Mercredi ,,,
29611,Pas de professeur disponible,TG ,TD_w_s18_14h15 ,,18 ,,,Mercredi ,,,
29613,Pas de professeur disponible,TG ,TD_w_s18_17h15 ,,18 ,,,Mercredi ,,,
29614,Pas de professeur disponible,TG ,DS_m_s18_15h45 ,,18 ,,,Lundi ,,,
29616,Pas de professeur disponible,TG ,CM_tu_s18_8h ,,18 ,,,Mardi ,,,
29618,Pas de professeur disponible,TG ,DS_tu_s18_14h15 ,,18 ,,,Mardi ,,,
29620,Pas de professeur disponible,TG ,DS_m_s18_17h15 ,,18 ,,,Lundi ,,,
29622,Pas de professeur disponible,TG ,DS_th_s18_8h ,,18 ,,,Jeudi ,,,
29628,Pas de professeur disponible,TG ,DS_th_s18_11h ,,18 ,,,Jeudi ,,,
7374,Pas plus d'un cours par créneau,,CM_tu_s18_17h15 ,,18 ,,2A ,Mardi ,,,
7585,Le cours doit être placé,TG ,,TD-COO-TG-2 ,,,2 ,,,COO ,
7586,Le cours doit être placé,TG ,,TD-COO-TG-2 ,,,2 ,,,COO ,
