ID,Constraint type,Instructors,Slots,Courses,Week,Rooms,Group,Days,Departement,Module
46765,Pas de professeur disponible,MB,DS_tu_s17_9h30,,17,,,Mardi,,,
46767,Pas de professeur disponible,MB,TP_f_s17_14h15,,17,,,Vendredi,,,
46769,Pas de professeur disponible,MB,TD_f_s17_15h45,,17,,,Vendredi,,,
46773,Pas de professeur disponible,MB,TD_w_s17_11h,,17,,,Mercredi,,,
46783,Pas de professeur disponible,MB,TD_th_s17_8h,,17,,,Jeudi,,,
9412,Pas plus d'un cours par créneau,,TP_tu_s17_9h30,,17,,3A,Mardi,,,
9765,Pas plus d'un cours par créneau,,TD_f_s17_14h15,,17,,3B,Vendredi,,,
9917,Pas plus d'un cours par créneau,,TD_w_s17_14h15,,17,,3B,Mercredi,,,
9970,Le cours doit être placé,MB,,TD-AMN-MB-3,,,3,,,AMN,
9971,Le cours doit être placé,MB,,TD-AMN-MB-3,,,3,,,AMN,
