ID,Constraint type,Instructors,Slots,Courses,Week,Rooms,Group,Days,Departement,Module
23295,Problème de dépendance,AP  JD ,CM_f_s5_17h15  TD_f_s5_8h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi ,,CDAM ,
23352,Problème de dépendance,AP  JD ,CM_f_s5_15h45  TD_th_s5_8h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi  Jeudi ,,CDAM ,
23368,Problème de dépendance,AP  JD ,CM_f_s5_14h15  TD_tu_s5_9h30 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi  Mardi ,,CDAM ,
23385,Problème de dépendance,AP  JD ,CM_f_s5_14h15  TD_th_s5_17h15 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi  Jeudi ,,CDAM ,
23403,Problème de dépendance,AP  JD ,CM_m_s5_11h  TD_m_s5_8h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Lundi ,,CDAM ,
23414,Problème de dépendance,AP  JD ,CM_th_s5_8h  TD_tu_s5_11h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Jeudi  Mardi ,,CDAM ,
23485,Problème de dépendance,AP  JD ,CM_tu_s5_11h  TD_m_s5_9h30 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Mardi  Lundi ,,CDAM ,
23501,Problème de dépendance,AP  JD ,CM_th_s5_17h15  TD_tu_s5_11h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Jeudi  Mardi ,,CDAM ,
23523,Problème de dépendance,AP  JD ,CM_tu_s5_14h15  TD_tu_s5_8h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Mardi ,,CDAM ,
23552,Problème de dépendance,AP  JD ,CM_w_s5_8h  TD_m_s5_15h45 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Mercredi  Lundi ,,CDAM ,
23598,Problème de dépendance,AP  JD ,CM_w_s5_9h30  TD_w_s5_8h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Mercredi ,,CDAM ,
23604,Problème de dépendance,AP  JD ,CM_w_s5_11h  TD_m_s5_17h15 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Mercredi  Lundi ,,CDAM ,
23612,Problème de dépendance,AP  JD ,CM_w_s5_11h  TD_w_s5_8h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Mercredi ,,CDAM ,
23617,Problème de dépendance,AP  JD ,CM_f_s5_8h  TD_m_s5_15h45 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi  Lundi ,,CDAM ,
23624,Problème de dépendance,AP  JD ,CM_f_s5_8h  TD_tu_s5_14h15 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi  Mardi ,,CDAM ,
23659,Problème de dépendance,AP  JD ,CM_w_s5_15h45  TD_m_s5_11h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Mercredi  Lundi ,,CDAM ,
23677,Problème de dépendance,AP  JD ,CM_w_s5_17h15  TD_m_s5_17h15 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Mercredi  Lundi ,,CDAM ,
23698,Problème de dépendance,AP  JD ,CM_th_s5_11h  TD_tu_s5_9h30 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Jeudi  Mardi ,,CDAM ,
23738,Problème de dépendance,AP  JD ,CM_f_s5_17h15  TD_f_s5_14h15 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi ,,CDAM ,
23762,Problème de dépendance,AP  JD ,CM_f_s5_17h15  TD_th_s5_9h30 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi  Jeudi ,,CDAM ,
23775,Problème de dépendance,AP  JD ,CM_f_s5_11h  TD_tu_s5_8h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi  Mardi ,,CDAM ,
23792,Problème de dépendance,AP  JD ,CM_f_s5_11h  TD_th_s5_14h15 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi  Jeudi ,,CDAM ,
23889,Problème de dépendance,AP  JD ,CM_th_s5_8h  TD_th_s5_8h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Jeudi ,,CDAM ,
23914,Problème de dépendance,AP  JD ,CM_th_s5_14h15  TD_w_s5_17h15 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Jeudi  Mercredi ,,CDAM ,
24034,Problème de dépendance,AP  JD ,CM_th_s5_15h45  TD_tu_s5_8h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Jeudi  Mardi ,,CDAM ,
24093,Problème de dépendance,AP  JD ,CM_f_s5_8h  TD_w_s5_9h30 ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi  Mercredi ,,CDAM ,
24180,Problème de dépendance,AP  JD ,CM_f_s5_9h30  TD_m_s5_11h ,CM-CDAM-AP-CE  TD-CDAM-JD-2 ,5 ,,CE  2 ,Vendredi  Lundi ,,CDAM ,
34763,Le cours doit avoir un professeur,JD ,TD_f_s5_14h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34765,Le cours doit avoir un professeur,JD ,TD_f_s5_11h ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34766,Le cours doit avoir un professeur,JD ,TD_m_s5_9h30 ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34767,Le cours doit avoir un professeur,JD ,TD_m_s5_15h45 ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34768,Le cours doit avoir un professeur,JD ,TD_m_s5_11h ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34769,Le cours doit avoir un professeur,JD ,TD_f_s5_17h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34770,Le cours doit avoir un professeur,JD ,TD_f_s5_15h45 ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34771,Le cours doit avoir un professeur,JD ,TD_m_s5_17h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34772,Le cours doit avoir un professeur,JD ,TD_m_s5_14h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34774,Le cours doit avoir un professeur,JD ,TD_tu_s5_9h30 ,TD-CDAM-JD-2 ,5 ,,2 ,Mardi ,,CDAM ,
34776,Le cours doit avoir un professeur,JD ,TD_tu_s5_14h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Mardi ,,CDAM ,
34777,Le cours doit avoir un professeur,JD ,TD_tu_s5_15h45 ,TD-CDAM-JD-2 ,5 ,,2 ,Mardi ,,CDAM ,
34778,Le cours doit avoir un professeur,JD ,TD_tu_s5_17h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Mardi ,,CDAM ,
34779,Le cours doit avoir un professeur,JD ,TD_w_s5_8h ,TD-CDAM-JD-2 ,5 ,,2 ,Mercredi ,,CDAM ,
34780,Le cours doit avoir un professeur,JD ,TD_w_s5_9h30 ,TD-CDAM-JD-2 ,5 ,,2 ,Mercredi ,,CDAM ,
34781,Le cours doit avoir un professeur,JD ,TD_w_s5_11h ,TD-CDAM-JD-2 ,5 ,,2 ,Mercredi ,,CDAM ,
34782,Le cours doit avoir un professeur,JD ,TD_w_s5_14h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Mercredi ,,CDAM ,
34784,Le cours doit avoir un professeur,JD ,TD_w_s5_17h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Mercredi ,,CDAM ,
34786,Le cours doit avoir un professeur,JD ,TD_th_s5_8h ,TD-CDAM-JD-2 ,5 ,,2 ,Jeudi ,,CDAM ,
34788,Le cours doit avoir un professeur,JD ,TD_th_s5_11h ,TD-CDAM-JD-2 ,5 ,,2 ,Jeudi ,,CDAM ,
34789,Le cours doit avoir un professeur,JD ,TD_f_s5_9h30 ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34790,Le cours doit avoir un professeur,JD ,TD_th_s5_14h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Jeudi ,,CDAM ,
34791,Le cours doit avoir un professeur,JD ,TD_th_s5_17h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Jeudi ,,CDAM ,
34793,Le cours doit avoir un professeur,JD ,TD_f_s5_14h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34794,Le cours doit avoir un professeur,JD ,TD_m_s5_8h ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34795,Le cours doit avoir un professeur,JD ,TD_f_s5_11h ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34796,Le cours doit avoir un professeur,JD ,TD_m_s5_9h30 ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34797,Le cours doit avoir un professeur,JD ,TD_m_s5_15h45 ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34798,Le cours doit avoir un professeur,JD ,TD_m_s5_11h ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34799,Le cours doit avoir un professeur,JD ,TD_f_s5_17h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34800,Le cours doit avoir un professeur,JD ,TD_f_s5_15h45 ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34801,Le cours doit avoir un professeur,JD ,TD_m_s5_17h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34802,Le cours doit avoir un professeur,JD ,TD_m_s5_14h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Lundi ,,CDAM ,
34804,Le cours doit avoir un professeur,JD ,TD_tu_s5_9h30 ,TD-CDAM-JD-2 ,5 ,,2 ,Mardi ,,CDAM ,
34805,Le cours doit avoir un professeur,JD ,TD_tu_s5_11h ,TD-CDAM-JD-2 ,5 ,,2 ,Mardi ,,CDAM ,
34806,Le cours doit avoir un professeur,JD ,TD_tu_s5_14h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Mardi ,,CDAM ,
34807,Le cours doit avoir un professeur,JD ,TD_tu_s5_15h45 ,TD-CDAM-JD-2 ,5 ,,2 ,Mardi ,,CDAM ,
34808,Le cours doit avoir un professeur,JD ,TD_tu_s5_17h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Mardi ,,CDAM ,
34809,Le cours doit avoir un professeur,JD ,TD_w_s5_8h ,TD-CDAM-JD-2 ,5 ,,2 ,Mercredi ,,CDAM ,
34810,Le cours doit avoir un professeur,JD ,TD_w_s5_9h30 ,TD-CDAM-JD-2 ,5 ,,2 ,Mercredi ,,CDAM ,
34811,Le cours doit avoir un professeur,JD ,TD_w_s5_11h ,TD-CDAM-JD-2 ,5 ,,2 ,Mercredi ,,CDAM ,
34812,Le cours doit avoir un professeur,JD ,TD_w_s5_14h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Mercredi ,,CDAM ,
34814,Le cours doit avoir un professeur,JD ,TD_w_s5_17h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Mercredi ,,CDAM ,
34815,Le cours doit avoir un professeur,JD ,TD_f_s5_8h ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34816,Le cours doit avoir un professeur,JD ,TD_th_s5_8h ,TD-CDAM-JD-2 ,5 ,,2 ,Jeudi ,,CDAM ,
34818,Le cours doit avoir un professeur,JD ,TD_th_s5_11h ,TD-CDAM-JD-2 ,5 ,,2 ,Jeudi ,,CDAM ,
34819,Le cours doit avoir un professeur,JD ,TD_f_s5_9h30 ,TD-CDAM-JD-2 ,5 ,,2 ,Vendredi ,,CDAM ,
34820,Le cours doit avoir un professeur,JD ,TD_th_s5_14h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Jeudi ,,CDAM ,
34821,Le cours doit avoir un professeur,JD ,TD_th_s5_17h15 ,TD-CDAM-JD-2 ,5 ,,2 ,Jeudi ,,CDAM ,
36297,Le cours doit avoir un professeur,AP ,CM_m_s5_8h ,CM-CDAM-AP-CE ,5 ,,CE ,Lundi ,,CDAM ,
36317,Le cours doit avoir un professeur,AP ,CM_f_s5_8h ,CM-CDAM-AP-CE ,5 ,,CE ,Vendredi ,,CDAM ,
38332,Simul slot,JD ,CM_tu_s5_15h45 ,,5 ,,,Mardi ,,,
40049,Pas de professeur disponible,AP ,TD_f_s5_11h ,,5 ,,,Vendredi ,,,
40092,Pas de professeur disponible,AP ,DS_w_s5_15h45 ,,5 ,,,Mercredi ,,,
41124,Pas de professeur disponible,JD ,DS_f_s5_14h15 ,,5 ,,,Vendredi ,,,
41126,Pas de professeur disponible,JD ,TD_m_s5_8h ,,5 ,,,Lundi ,,,
41131,Pas de professeur disponible,JD ,TD_m_s5_9h30 ,,5 ,,,Lundi ,,,
41133,Pas de professeur disponible,JD ,TD_m_s5_15h45 ,,5 ,,,Lundi ,,,
41135,Pas de professeur disponible,JD ,TD_m_s5_11h ,,5 ,,,Lundi ,,,
41138,Pas de professeur disponible,JD ,TD_f_s5_17h15 ,,5 ,,,Vendredi ,,,
41141,Pas de professeur disponible,JD ,DS_f_s5_15h45 ,,5 ,,,Vendredi ,,,
41143,Pas de professeur disponible,JD ,TD_m_s5_17h15 ,,5 ,,,Lundi ,,,
41145,Pas de professeur disponible,JD ,CM_th_s5_8h ,,5 ,,,Jeudi ,,,
41148,Pas de professeur disponible,JD ,TD_tu_s5_8h ,,5 ,,,Mardi ,,,
41152,Pas de professeur disponible,JD ,DS_tu_s5_9h30 ,,5 ,,,Mardi ,,,
41154,Pas de professeur disponible,JD ,TD_tu_s5_11h ,,5 ,,,Mardi ,,,
41210,Pas de professeur disponible,JD ,CM_tu_s5_14h15 ,,5 ,,,Mardi ,,,
41215,Pas de professeur disponible,JD ,TP_tu_s5_17h15 ,,5 ,,,Mardi ,,,
41217,Pas de professeur disponible,JD ,TP_w_s5_8h ,,5 ,,,Mercredi ,,,
41219,Pas de professeur disponible,JD ,CM_w_s5_9h30 ,,5 ,,,Mercredi ,,,
41221,Pas de professeur disponible,JD ,CM_w_s5_11h ,,5 ,,,Mercredi ,,,
41223,Pas de professeur disponible,JD ,CM_w_s5_14h15 ,,5 ,,,Mercredi ,,,
41227,Pas de professeur disponible,JD ,CM_w_s5_17h15 ,,5 ,,,Mercredi ,,,
41229,Pas de professeur disponible,JD ,TD_f_s5_8h ,,5 ,,,Vendredi ,,,
41231,Pas de professeur disponible,JD ,TD_th_s5_8h ,,5 ,,,Jeudi ,,,
41235,Pas de professeur disponible,JD ,TD_th_s5_11h ,,5 ,,,Jeudi ,,,
41237,Pas de professeur disponible,JD ,TD_f_s5_9h30 ,,5 ,,,Vendredi ,,,
41239,Pas de professeur disponible,JD ,TD_th_s5_14h15 ,,5 ,,,Jeudi ,,,
41241,Pas de professeur disponible,JD ,TD_th_s5_17h15 ,,5 ,,,Jeudi ,,,
7283,Pas plus d'un cours par créneau,,CM_m_s5_11h ,,5 ,,2B ,Lundi ,,,
7457,Pas plus d'un cours par créneau,,CM_w_s5_15h45 ,,5 ,,2A ,Mercredi ,,,
7513,Pas plus d'un cours par créneau,,TD_th_s5_9h30 ,,5 ,,2A ,Jeudi ,,,
7577,Pas plus d'un cours par créneau,,TD_th_s5_15h45 ,,5 ,,2B ,Jeudi ,,,
7611,Le cours doit être placé,JD ,,TD-CDAM-JD-2 ,,,2 ,,,CDAM ,
7612,Le cours doit être placé,JD ,,TD-CDAM-JD-2 ,,,2 ,,,CDAM ,
7662,Le cours doit être placé,AP ,,CM-CDAM-AP-CE ,,,CE ,,,CDAM ,
